"住所CD"	"都道府県CD"	"市区町村CD"	"町域CD"	"郵便番号"	"事業所フラグ"	"廃止フラグ"	"都道府県"	"都道府県カナ"	"市区町村"	"市区町村カナ"	"町域"	"町域カナ"	"町域補足"	"京都通り名"	"字丁目"	"字丁目カナ"	"補足"	"事業所名"	"事業所名カナ"	"事業所住所"	"新住所CD"
28832200	3	3485	34850017	"028-8322"	0	0	"岩手県"	"イワテケン"	"下閉伊郡普代村"	"シモヘイグンフダイムラ"	"天拝坂"	"テンバイザカ"									
28833200	3	3485	34850018	"028-8332"	0	0	"岩手県"	"イワテケン"	"下閉伊郡普代村"	"シモヘイグンフダイムラ"	"銅屋"	"ドウヤ"									
28839200	3	3485	34850018	"028-8392"	1	0	"岩手県"	"イワテケン"	"下閉伊郡普代村"	"シモヘイグンフダイムラ"	"銅屋"	"ドウヤ"						"普代村役場"	"フダイムラヤクバ"	"第９地割銅屋１３－２"	
28832300	3	3485	34850019	"028-8323"	0	0	"岩手県"	"イワテケン"	"下閉伊郡普代村"	"シモヘイグンフダイムラ"	"鳥居"	"トリイ"									
28833400	3	3485	34850020	"028-8334"	0	0	"岩手県"	"イワテケン"	"下閉伊郡普代村"	"シモヘイグンフダイムラ"	"中村"	"ナカムラ"									
28834400	3	3485	34850021	"028-8344"	0	0	"岩手県"	"イワテケン"	"下閉伊郡普代村"	"シモヘイグンフダイムラ"	"中山"	"ナカヤマ"									
28832100	3	3485	34850022	"028-8321"	0	0	"岩手県"	"イワテケン"	"下閉伊郡普代村"	"シモヘイグンフダイムラ"	"野胡桃"	"ノグルミ"									
28836700	3	3485	34850023	"028-8367"	0	0	"岩手県"	"イワテケン"	"下閉伊郡普代村"	"シモヘイグンフダイムラ"	"萩牛"	"ハギュウ"									
28830100	3	3485	34850024	"028-8301"	0	0	"岩手県"	"イワテケン"	"下閉伊郡普代村"	"シモヘイグンフダイムラ"	"馬場野"	"ババノ"									
28833500	3	3485	34850025	"028-8335"	0	0	"岩手県"	"イワテケン"	"下閉伊郡普代村"	"シモヘイグンフダイムラ"	"普代"	"フダイ"									
28830200	3	3485	34850026	"028-8302"	0	0	"岩手県"	"イワテケン"	"下閉伊郡普代村"	"シモヘイグンフダイムラ"	"堀内"	"ホリナイ"									
28836400	3	3485	34850027	"028-8364"	0	0	"岩手県"	"イワテケン"	"下閉伊郡普代村"	"シモヘイグンフダイムラ"	"南股"	"ミナミノマタ"									
28834100	3	3485	34850028	"028-8341"	0	0	"岩手県"	"イワテケン"	"下閉伊郡普代村"	"シモヘイグンフダイムラ"	"明神"	"ミョウジン"									
28836300	3	3485	34850029	"028-8363"	0	0	"岩手県"	"イワテケン"	"下閉伊郡普代村"	"シモヘイグンフダイムラ"	"茂市"	"モイチ"									
28833300	3	3485	34850030	"028-8333"	0	0	"岩手県"	"イワテケン"	"下閉伊郡普代村"	"シモヘイグンフダイムラ"	"羅賀"	"ラガ"									
28834200	3	3485	34850031	"028-8342"	0	0	"岩手県"	"イワテケン"	"下閉伊郡普代村"	"シモヘイグンフダイムラ"	"和野山"	"ワノヤマ"									
28630000	3	3501	35010000	"028-6300"	0	0	"岩手県"	"イワテケン"	"九戸郡軽米町"	"クノヘグンカルマイマチ"		"　"	"（該当なし）"								
28622300	3	3501	35010001	"028-6223"	0	0	"岩手県"	"イワテケン"	"九戸郡軽米町"	"クノヘグンカルマイマチ"	"狄塚"	"エヅカ"									
28630100	3	3501	35010002	"028-6301"	0	0	"岩手県"	"イワテケン"	"九戸郡軽米町"	"クノヘグンカルマイマチ"	"上舘"	"カミダテ"									
28630200	3	3501	35010003	"028-6302"	0	0	"岩手県"	"イワテケン"	"九戸郡軽米町"	"クノヘグンカルマイマチ"	"軽米"	"カルマイ"									
28630300	3	3501	35010004	"028-6303"	0	0	"岩手県"	"イワテケン"	"九戸郡軽米町"	"クノヘグンカルマイマチ"	"高家"	"コウケ"									
28641100	3	3501	35010005	"028-6411"	0	0	"岩手県"	"イワテケン"	"九戸郡軽米町"	"クノヘグンカルマイマチ"	"小軽米"	"コカルマイ"									
28622200	3	3501	35010006	"028-6222"	0	0	"岩手県"	"イワテケン"	"九戸郡軽米町"	"クノヘグンカルマイマチ"	"山内"	"サンナイ"									
28630400	3	3501	35010007	"028-6304"	0	0	"岩手県"	"イワテケン"	"九戸郡軽米町"	"クノヘグンカルマイマチ"	"長倉"	"ナガクラ"									
28622100	3	3501	35010008	"028-6221"	0	0	"岩手県"	"イワテケン"	"九戸郡軽米町"	"クノヘグンカルマイマチ"	"晴山"	"ハレヤマ"									
28641200	3	3501	35010009	"028-6412"	0	0	"岩手県"	"イワテケン"	"九戸郡軽米町"	"クノヘグンカルマイマチ"	"蛇口"	"ヘビクチ"									
28641300	3	3501	35010010	"028-6413"	0	0	"岩手県"	"イワテケン"	"九戸郡軽米町"	"クノヘグンカルマイマチ"	"円子"	"マルコ"									
28820000	3	3503	35030000	"028-8200"	0	0	"岩手県"	"イワテケン"	"九戸郡野田村"	"クノヘグンノダムラ"		"　"	"（該当なし）"								
28820200	3	3503	35030001	"028-8202"	0	0	"岩手県"	"イワテケン"	"九戸郡野田村"	"クノヘグンノダムラ"	"玉川"	"タマガワ"									
28820100	3	3503	35030002	"028-8201"	0	0	"岩手県"	"イワテケン"	"九戸郡野田村"	"クノヘグンノダムラ"	"野田"	"ノダ"									
28650000	3	3506	35060000	"028-6500"	0	0	"岩手県"	"イワテケン"	"九戸郡九戸村"	"クノヘグンクノヘムラ"		"　"	"（該当なし）"								
28650100	3	3506	35060001	"028-6501"	0	0	"岩手県"	"イワテケン"	"九戸郡九戸村"	"クノヘグンクノヘムラ"	"荒谷"	"アラヤ"									
28650200	3	3506	35060002	"028-6502"	0	0	"岩手県"	"イワテケン"	"九戸郡九戸村"	"クノヘグンクノヘムラ"	"伊保内"	"イボナイ"									
28650500	3	3506	35060003	"028-6505"	0	0	"岩手県"	"イワテケン"	"九戸郡九戸村"	"クノヘグンクノヘムラ"	"江刺家"	"エサシカ"									
28650300	3	3506	35060004	"028-6503"	0	0	"岩手県"	"イワテケン"	"九戸郡九戸村"	"クノヘグンクノヘムラ"	"小倉"	"コグラ"									
28661100	3	3506	35060005	"028-6611"	0	0	"岩手県"	"イワテケン"	"九戸郡九戸村"	"クノヘグンクノヘムラ"	"山根"	"サンネ"									
28650400	3	3506	35060006	"028-6504"	0	0	"岩手県"	"イワテケン"	"九戸郡九戸村"	"クノヘグンクノヘムラ"	"長興寺"	"チョウコウジ"									
28661200	3	3506	35060007	"028-6612"	0	0	"岩手県"	"イワテケン"	"九戸郡九戸村"	"クノヘグンクノヘムラ"	"戸田"	"トダ"									
28650600	3	3506	35060008	"028-6506"	0	0	"岩手県"	"イワテケン"	"九戸郡九戸村"	"クノヘグンクノヘムラ"	"山屋"	"ヤマヤ"									
28650700	3	3506	35060009	"028-6507"	0	0	"岩手県"	"イワテケン"	"九戸郡九戸村"	"クノヘグンクノヘムラ"	"雪屋"	"ユキヤ"									
28790000	3	3507	35070000	"028-7900"	0	0	"岩手県"	"イワテケン"	"九戸郡洋野町"	"クノヘグンヒロノチョウ"		"　"	"（該当なし）"								
28880300	3	3507	35070001	"028-8803"	0	0	"岩手県"	"イワテケン"	"九戸郡洋野町"	"クノヘグンヒロノチョウ"	"阿子木"	"アコギ"									
28790500	3	3507	35070002	"028-7905"	0	0	"岩手県"	"イワテケン"	"九戸郡洋野町"	"クノヘグンヒロノチョウ"	"有家"	"ウゲ"									
28880200	3	3507	35070003	"028-8802"	0	0	"岩手県"	"イワテケン"	"九戸郡洋野町"	"クノヘグンヒロノチョウ"	"大野"	"オオノ"									
28790400	3	3507	35070004	"028-7904"	0	0	"岩手県"	"イワテケン"	"九戸郡洋野町"	"クノヘグンヒロノチョウ"	"小子内"	"オコナイ"									
28880100	3	3507	35070005	"028-8801"	0	0	"岩手県"	"イワテケン"	"九戸郡洋野町"	"クノヘグンヒロノチョウ"	"上館"	"カミダテ"									
28880400	3	3507	35070006	"028-8804"	0	0	"岩手県"	"イワテケン"	"九戸郡洋野町"	"クノヘグンヒロノチョウ"	"帯島"	"タイシマ"									
28790300	3	3507	35070007	"028-7903"	0	0	"岩手県"	"イワテケン"	"九戸郡洋野町"	"クノヘグンヒロノチョウ"	"種市"	"タネイチ"			"第１地割"	"ダイ０１チワリ"					
