"住所CD"	"都道府県CD"	"市区町村CD"	"町域CD"	"郵便番号"	"事業所フラグ"	"廃止フラグ"	"都道府県"	"都道府県カナ"	"市区町村"	"市区町村カナ"	"町域"	"町域カナ"	"町域補足"	"京都通り名"	"字丁目"	"字丁目カナ"	"補足"	"事業所名"	"事業所名カナ"	"事業所住所"	"新住所CD"
55000000	1	1601	16010000	"055-0000"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"		"　"	"（該当なし）"								
59212700	1	1601	16010001	"059-2127"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"旭町"	"アサヒチョウ"									
59224300	1	1601	16010002	"059-2243"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"厚賀町"	"アツガチョウ"									
59212300	1	1601	16010003	"059-2123"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"幾千世"	"イクチセ"									
59224400	1	1601	16010004	"059-2244"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"賀張"	"カバリ"									
59224500	1	1601	16010005	"059-2245"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"清畠"	"キヨハタ"									
59212400	1	1601	16010006	"059-2124"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"庫富"	"クラトミ"									
55230400	1	1601	16010007	"055-2304"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"栄町西"	"サカエマチニシ"									
55230300	1	1601	16010008	"055-2303"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"栄町東"	"サカエマチヒガシ"									
59233100	1	1601	16010009	"059-2331"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"正和"	"ショウワ"									
55230500	1	1601	16010010	"055-2305"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"新町"	"シンマチ"									
55231400	1	1601	16010011	"055-2314"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"千栄"	"チサカ"									
55231500	1	1601	16010012	"055-2315"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"富岡"	"トミオカ"									
55000100	1	1601	16010013	"055-0001"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"富川北"	"トミカワキタ"									
55000800	1	1601	16010014	"055-0008"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"富川駒丘"	"トミカワコマオカ"									
55000700	1	1601	16010015	"055-0007"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"富川西"	"トミカワニシ"									
55000400	1	1601	16010016	"055-0004"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"富川東"	"トミカワヒガシ"									
55000600	1	1601	16010017	"055-0006"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"富川南"	"トミカワミナミ"									
55000500	1	1601	16010018	"055-0005"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"富浜"	"トミハマ"									
59212600	1	1601	16010019	"059-2126"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"豊郷"	"トヨサト"									
59224100	1	1601	16010020	"059-2241"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"豊田"	"トヨタ"									
55231100	1	1601	16010021	"055-2311"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"日高"	"ヒダカ"			"１区"	"０１ク"					
55231200	1	1601	16010021	"055-2312"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"日高"	"ヒダカ"			"２区"	"０２ク"					
55231300	1	1601	16010021	"055-2313"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"日高"	"ヒダカ"			"３区"	"０３ク"					
55000200	1	1601	16010022	"055-0002"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"平賀"	"ビラガ"									
59212500	1	1601	16010023	"059-2125"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"広富"	"ヒロトミ"									
55000300	1	1601	16010024	"055-0003"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"福満"	"フクミツ"									
55230200	1	1601	16010025	"055-2302"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"本町西"	"ホンチョウニシ"									
55230100	1	1601	16010026	"055-2301"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"本町東"	"ホンチョウヒガシ"									
55230700	1	1601	16010027	"055-2307"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"松風町"	"マツカゼチョウ"									
55231600	1	1601	16010028	"055-2316"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"三岩"	"ミツイワ"									
59212200	1	1601	16010029	"059-2122"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"緑町"	"ミドリチョウ"									
59224200	1	1601	16010030	"059-2242"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"美原"	"ミハラ"									
55230600	1	1601	16010031	"055-2306"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"宮下町"	"ミヤシタチョウ"									
59233200	1	1601	16010032	"059-2332"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"三和"	"ミワ"									
59212100	1	1601	16010033	"059-2121"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"門別本町"	"モンベツホンチョウ"									
59219200	1	1601	16010033	"059-2192"	1	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"門別本町"	"モンベツホンチョウ"						"日高町役場"	"ヒダカチヨウヤクバ"	"門別本町２１０番地１号"	
55230800	1	1601	16010034	"055-2308"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"山手町"	"ヤマテチョウ"									
55230900	1	1601	16010035	"055-2309"	0	0	"北海道"	"ホッカイドウ"	"沙流郡日高町"	"サルグンヒダカチョウ"	"若葉町"	"ワカバチョウ"									
55010000	1	1602	16020000	"055-0100"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"		"　"	"（該当なし）"								
55032200	1	1602	16020001	"055-0322"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"旭"	"アサヒ"									
55041400	1	1602	16020002	"055-0414"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"岩知志"	"イワチシ"									
55032500	1	1602	16020003	"055-0325"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"長知内"	"オサチナイ"									
55010300	1	1602	16020004	"055-0103"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"川向"	"カワムカイ"									
55010200	1	1602	16020005	"055-0102"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"小平"	"コビラ"									
55010500	1	1602	16020006	"055-0105"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"去場"	"サルバ"									
55010400	1	1602	16020007	"055-0104"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"紫雲古津"	"シウンコツ"									
55041500	1	1602	16020008	"055-0415"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"豊糠"	"トヨヌカ"									
55032400	1	1602	16020009	"055-0324"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"荷負"	"ニオイ"									
55041300	1	1602	16020010	"055-0413"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"仁世宇"	"ニセウ"									
55010600	1	1602	16020011	"055-0106"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"荷菜"	"ニナ"									
55010100	1	1602	16020012	"055-0101"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"二風谷"	"ニブタニ"									
55032100	1	1602	16020013	"055-0321"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"貫気別"	"ヌキベツ"									
55041100	1	1602	16020014	"055-0411"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"振内町"	"フレナイチョウ"									
55041200	1	1602	16020015	"055-0412"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"幌毛志"	"ホロケシ"									
55010700	1	1602	16020016	"055-0107"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"本町"	"ホンチョウ"									
55019300	1	1602	16020016	"055-0193"	1	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"本町"	"ホンチョウ"						"びらとり農業協同組合"	"ビラトリノウギヨウキヨウドウクミアイ"	"本町４０－１"	
55019500	1	1602	16020016	"055-0195"	1	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"本町"	"ホンチョウ"						"ふれあいセンターびらとり"	"フレアイセンタ－ビラトリ"	"本町３５番地１"	
55019200	1	1602	16020016	"055-0192"	1	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"本町"	"ホンチョウ"						"平取町役場"	"ビラトリチヨウヤクバ"	"本町２８"	
55032300	1	1602	16020017	"055-0323"	0	0	"北海道"	"ホッカイドウ"	"沙流郡平取町"	"サルグンビラトリチョウ"	"芽生"	"メム"									
59240000	1	1604	16040000	"059-2400"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"		"　"	"（該当なし）"								
59241400	1	1604	16040001	"059-2414"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"朝日"	"アサヒ"									
59240400	1	1604	16040002	"059-2404"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"東町"	"アズマチョウ"									
59242300	1	1604	16040003	"059-2423"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"泉"	"イズミ"									
59242200	1	1604	16040004	"059-2422"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"岩清水"	"イワシミズ"									
59225300	1	1604	16040005	"059-2253"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"大狩部"	"オオカリベ"					"（４３６、５１６、５６７番地）"				
59241100	1	1604	16040005	"059-2411"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"大狩部"	"オオカリベ"					"（以下を除く　４３６、５１６、５６７番地）"				
59242700	1	1604	16040006	"059-2427"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"大富"	"オオトミ"									
59225100	1	1604	16040007	"059-2251"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"共栄"	"キョウエイ"									
59242400	1	1604	16040008	"059-2424"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"新栄"	"シンエイ"									
59234100	1	1604	16040009	"059-2341"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"新和"	"シンワ"									
59241200	1	1604	16040010	"059-2412"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"節婦町"	"セップチョウ"									
59234300	1	1604	16040011	"059-2343"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"太陽"	"タイヨウ"									
59241300	1	1604	16040012	"059-2413"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"高江"	"タカエ"									
59240200	1	1604	16040013	"059-2402"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"中央町"	"チュウオウチョウ"									
59241800	1	1604	16040014	"059-2418"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"西泊津"	"ニシハクツ"									
59242600	1	1604	16040015	"059-2426"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"万世"	"バンセイ"									
59234400	1	1604	16040016	"059-2344"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"美宇"	"ビウ"									
59225200	1	1604	16040017	"059-2252"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"東川"	"ヒガシカワ"									
59241700	1	1604	16040018	"059-2417"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"東泊津"	"ヒガシハクツ"									
59241600	1	1604	16040019	"059-2416"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"古岸"	"フルギシ"									
59240300	1	1604	16040020	"059-2403"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"北星町"	"ホクセイチョウ"									
59249200	1	1604	16040020	"059-2492"	1	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"北星町"	"ホクセイチョウ"						"新冠町役場"	"ニイカツプチヨウヤクバ"	"北星町３番地の２"	
59240100	1	1604	16040021	"059-2401"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"本町"	"ホンチョウ"									
59241500	1	1604	16040022	"059-2415"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"緑丘"	"ミドリオカ"									
59242500	1	1604	16040023	"059-2425"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"明和"	"メイワ"									
59234200	1	1604	16040024	"059-2342"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"里平"	"リビラ"									
59242100	1	1604	16040025	"059-2421"	0	0	"北海道"	"ホッカイドウ"	"新冠郡新冠町"	"ニイカップグンニイカップチョウ"	"若園"	"ワカゾノ"									
57000000	1	1607	16070000	"057-0000"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"		"　"	"（該当なし）"								
57001100	1	1607	16070001	"057-0011"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"旭町"	"アサヒチョウ"									
59346300	1	1607	16070002	"059-3463"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"姉茶"	"アネチャ"									
57003500	1	1607	16070003	"057-0035"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"井寒台"	"イカンタイ"									
57001400	1	1607	16070004	"057-0014"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"入船町"	"イリフネチョウ"									
57003600	1	1607	16070005	"057-0036"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"絵笛"	"エブエ"									
57001300	1	1607	16070006	"057-0013"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"大通"	"オオドオリ"									
59345100	1	1607	16070007	"059-3451"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"荻伏町"	"オギフシチョウ"									
57017300	1	1607	16070008	"057-0173"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"上杵臼"	"カミキネウス"									
57017400	1	1607	16070009	"057-0174"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"上西舎"	"カミニシチャ"									
57002700	1	1607	16070010	"057-0027"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"上向別"	"カミムコウベツ"									
57017200	1	1607	16070011	"057-0172"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"杵臼"	"キネウス"									
57003400	1	1607	16070012	"057-0034"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"堺町西"	"サカイマチニシ"									
57003300	1	1607	16070013	"057-0033"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"堺町東"	"サカイマチヒガシ"									
57002300	1	1607	16070014	"057-0023"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"栄丘"	"サカエオカ"									
57855800	1	1607	16070014	"057-8558"	1	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"栄丘"	"サカエオカ"						"北海道　日高振興局"	"ホツカイドウ　ヒダカシンコウキヨク"	"栄丘東通５６号"	
57002100	1	1607	16070015	"057-0021"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"潮見町"	"シオミチョウ"									
57002200	1	1607	16070016	"057-0022"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"昌平町"	"ショウヘイチョウ"									
57000300	1	1607	16070017	"057-0003"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"白泉"	"シロイズミ"									
57000400	1	1607	16070018	"057-0004"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"月寒"	"ツキサップ"									
57002400	1	1607	16070019	"057-0024"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"築地"	"ツキジ"									
57851100	1	1607	16070019	"057-8511"	1	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"築地"	"ツキジ"						"浦河町役場"	"ウラカワチヨウヤクバ"	"築地１丁目３－１"	
59346100	1	1607	16070020	"059-3461"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"東栄"	"トウエイ"									
57001200	1	1607	16070021	"057-0012"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"常盤町"	"トキワチョウ"									
59346200	1	1607	16070022	"059-3462"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"富里"	"トミサト"									
57017100	1	1607	16070023	"057-0171"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"西舎"	"ニシチャ"									
57000200	1	1607	16070024	"057-0002"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"西幌別"	"ニシホロベツ"									
59345400	1	1607	16070025	"059-3454"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"野深"	"ノブカ"									
57001500	1	1607	16070026	"057-0015"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"浜町"	"ハマチョウ"									
57000500	1	1607	16070027	"057-0005"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"東町うしお"	"ヒガシチョウウシオ"									
57000600	1	1607	16070028	"057-0006"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"東町かしわ"	"ヒガシチョウカシワ"									
57000700	1	1607	16070029	"057-0007"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"東町ちのみ"	"ヒガシチョウチノミ"									
58004100	1	1607	16070030	"058-0041"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"東幌別"	"ヒガシホロベツ"					"（以下を除く　１～１３１番地）"				
57000100	1	1607	16070030	"057-0001"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"東幌別"	"ヒガシホロベツ"					"（１～１３１番地）"				
59345300	1	1607	16070031	"059-3453"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"瑞穂"	"ミズホ"									
57002500	1	1607	16070032	"057-0025"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"緑町"	"ミドリマチ"									
57003200	1	1607	16070033	"057-0032"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"向が丘西"	"ムコウガオカニシ"									
57003100	1	1607	16070034	"057-0031"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"向が丘東"	"ムコウガオカヒガシ"									
57002600	1	1607	16070035	"057-0026"	0	0	"北海道"	"ホッカイドウ"	"浦河郡浦河町"	"ウラカワグンウラカワチョウ"	"向別"	"ムコウベツ"									
58000000	1	1608	16080000	"058-0000"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"		"　"	"（該当なし）"								
58000100	1	1608	16080001	"058-0001"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"旭"	"アサヒ"									
58001200	1	1608	16080002	"058-0012"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"朝日丘"	"アサヒオカ"									
58003300	1	1608	16080003	"058-0033"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"鵜苫"	"ウトマ"									
58001400	1	1608	16080004	"058-0014"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"大通"	"オオドオリ"									
58850100	1	1608	16080004	"058-8501"	1	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"大通"	"オオドオリ"						"様似町役場"	"サマニチヨウヤクバ"	"大通１丁目２１番地"	
58002200	1	1608	16080005	"058-0022"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"岡田"	"オカダ"									
58002400	1	1608	16080006	"058-0024"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"会所町"	"カイショマチ"									
58002300	1	1608	16080007	"058-0023"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"栄町"	"サカエマチ"									
58002700	1	1608	16080008	"058-0027"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"潮見台"	"シオミダイ"									
58002100	1	1608	16080009	"058-0021"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"新富"	"シントミ"									
58001100	1	1608	16080010	"058-0011"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"田代"	"タシロ"									
58001500	1	1608	16080011	"058-0015"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"錦町"	"ニシキマチ"									
58003100	1	1608	16080012	"058-0031"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"西様似"	"ニシサマニ"									
58003200	1	1608	16080013	"058-0032"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"西町"	"ニシマチ"									
58000400	1	1608	16080014	"058-0004"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"平宇"	"ヒラウ"									
58000300	1	1608	16080015	"058-0003"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"冬島"	"フユシマ"									
58000200	1	1608	16080016	"058-0002"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"幌満"	"ホロマン"									
58002600	1	1608	16080017	"058-0026"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"本町"	"ホンチョウ"									
58001300	1	1608	16080018	"058-0013"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"緑町"	"ミドリマチ"									
58002500	1	1608	16080019	"058-0025"	0	0	"北海道"	"ホッカイドウ"	"様似郡様似町"	"サマニグンサマニチョウ"	"港町"	"ミナトマチ"									
58020000	1	1609	16090000	"058-0200"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"		"　"	"（該当なし）"								
58020200	1	1609	16090001	"058-0202"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"歌別"	"ウタベツ"									
58034200	1	1609	16090002	"058-0342"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"えりも岬"	"エリモミサキ"									
58042100	1	1609	16090003	"058-0421"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"庶野"	"ショヤ"									
58020300	1	1609	16090004	"058-0203"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"新浜"	"シンハマ"									
58020700	1	1609	16090005	"058-0207"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"近浦"	"チカウラ"									
58034300	1	1609	16090006	"058-0343"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"東洋"	"トウヨウ"					"（１３２～１５６、１５８～３５４、３６６、３６７番地）"				
58034301	1	1609	16090006	"058-0343"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"東洋"	"トウヨウ"			"油駒"	"アブラコマ"					
